TrialId,Product name,Vaccine status,WHO review,Description,Developers,Highest Development Phase,Species,Life cycle,Antigen,Platform,Adjuvant,Route of administration,Trial status,Trial phase,Trial sites,Trial end year,CHMI site,Registry ID,Link to trial
1,Ad35.CS.01,Inactive,,"Immunogenicity, safety, and reactogenicity of Ad35.CS.01 in Burkinabè, semi-immune, healthy adults 18 to 45 years",US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant viral vector,,Intramuscular,Completed,Phase I,Burkina Faso,2011,No,NCT01018459,https://clinicaltrials.gov/ct2/show/NCT01018459
2,Ad35.CS.01,Inactive,,"Dose-escalation trial on immunogenicity, safety, and reactogenicity of Ad35.CS.01 in healthy US adults",US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant viral vector,,Parenteral,Completed,Phase I,United States,2014,No,NCT00371189,https://clinicaltrials.gov/ct2/show/NCT00371189
3,Ad35.CS.01 + Ad26.CS.01,Inactive,,"Dose-escalation study evaluating safety, tolerability, immunogenicity, and protective efficacy of Ad35.CS.01 and Ad26.CS.01 as heterologous prime-boost regimen",Crucell; PATH; Seattle Children's Research Institute,Phase II,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant viral vector,,Parenteral,Completed,Phase I/IIa,United States,2012,Yes,NCT01397227,https://clinicaltrials.gov/ct2/show/NCT01397227
4,"Ad35.CS.01 + RTS,S/AS01E",Inactive,,"Heterologous prime boost - 1 dose of Ad35.CS.01 vaccine, followed by 2 doses RTS,S/AS01E","GlaxoSmithKline (GSK), PATH; Crucell",Phase II,P. falciparum,Pre-erythrocytic stage,PfCSP,"Recombinant subunit,Virus-like particle,Recombinant viral vector",AS01E,Intramuscular,Completed,Phase II,United States,2012,Yes,NCT01366534,https://clinicaltrials.gov/ct2/show/NCT01366534
5,BK-SE36,Inactive,,Phase 1a of BK-SE36 in Japan,Osaka University,Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,,Subcutaneous,Completed,Phase I,Japan,2005,No,ISRCTN78679862,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN78679862
6,BK-SE36/Alhydrogel,Inactive,,Phase 1b of BK-SE36 in Uganda,Nobelpharma; Osaka University; European Vaccine Initiative (EVI),Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,Alhydrogel,Parenteral,Completed,Phase I,Uganda,2010,No,ISRCTN71619711,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN71619711
7,BK-SE36/Alhydrogel,Inactive,,"Phase 1b age de-escalation study of BK-SE36/Alhydrogel, subcutaneously or intramuscularly, in healthy malaria exposed African children living in Burkina Faso","Nobelpharma; Osaka University; European Vaccine Initiative (EVI); Centre National de Recherche et de Formation sur la Paludisme, Burkina Faso",Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,Alhydrogel,Intramuscular; Subcutaneous,Completed,Phase I,Burkina Faso,2017,No,PACTR201411000934120,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR201411000934120
8,BK-SE36/CpG,Active,,Age de-escalation study of BK-SE36/CpG intramuscularly in healthy malaria exposed African adults and children living in Burkina Faso,"Nobelpharma; Osaka University; European Vaccine Initiative (EVI); Centre National de Recherche et de Formation sur la Paludisme, Burkina Faso",Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,CpG,Intramuscular,Completed,Phase I,Burkina Faso,2020,No,PACTR201701001921166,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR201701001921166
9,BK-SE36/CpG,Active,,Safety and immunogenicity of BK-SE36/CpG in healthy Japanese adult males,Osaka University,Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,CpG,Intramuscular,Completed,Phase I,Japan,,No,JPRN-JMA-IIA00109,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-JMA-IIA00109
10,BK-SE36/CpG,Active,,Immunological response to BK-SE36/CpG,"National Institutes of Biomedical Innovation, Health and Nutrition",Phase I,P. falciparum,Blood stage,PfSERA5,Recombinant subunit,CpG,Intramuscular,Completed,Phase I,Japan,,No,JPRN-UMIN000012980,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000012980
11,BSAM2/Alhydrogel CPG 7909,Inactive,,Safety and immunogenicity of BSAM2 with adjuvants Alhydrogel and CGP 7909 in adults in the US and Mali,US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Blood stage,"PfMSP1,PfAMA1",Recombinant subunit,"Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,United States;Mali,2012,No,NCT00889616,https://clinicaltrials.gov/ct2/show/NCT00889616
12,ChAd63 PfAMA1;ChAd63-MVA PfAMA1,Inactive;Inactive,None;None,Safety and immunogenicity of ChAd63 AMA1 alone and with MVA AMA1,University of Oxford,Phase II;Phase II,P. falciparum;P. falciparum,Blood stage;Blood stage,PfAMA1;PfAMA1,Recombinant viral vector;Recombinant viral vector,None;None,Intramuscular,Completed,Phase I,United Kingdom,2010,No,NCT01095055,https://clinicaltrials.gov/ct2/show/NCT01095055
13,ChAd63 PfAMA1;MVA PfAMA1;ChAd63 MSP1;MVA MSP1;ChAd63-MVA ME-TRAP,Inactive;Inactive;Inactive;Inactive;Inactive,None;None;None;None;None,"Phase I/IIa sporozoite challenge study to assess the protective efficacy of ChAd63 AMA1, MVA AMA1, ChAd63 MSP1, MVA MSP1, ChAd63 ME-TRAP and MVA ME-TRAP (VAC039)",University of Oxford,Phase II;Phase II;Phase II;Phase II;Phase II,P. falciparum;P. falciparum;P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage;Blood stage;Pre-erythrocytic stage,PfAMA1;PfAMA1;PfMSP1;PfMSP1;ME-TRAP,Recombinant viral vector;Recombinant viral vector;Recombinant viral vector;Recombinant viral vector;Recombinant viral vector,None;None;None;None;None,Intramuscular,Completed,Phase I/IIa,United Kingdom,2011,Yes,NCT01142765; EUCTR2010-018341-56-GB,"https://clinicaltrials.gov/ct2/show/NCT01142765
https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2010-018341-56-GB"
14,ChAd63 PfAMA1;MVA PfAMA1;PfAMA1-C1/Alhydrogel;PfAMA1-C1/Alhydrogel CPG 7909,Inactive;Inactive;Inactive;Inactive,None;None;None;None,"Safety and immunogenicity of ChAd63 PfAMA1, MVA PfAMA1 and PfAMA1-C1 adjuvanted with Alhydrogel alone or with CPG 7909",University of Oxford; US National Institute of Allergy and Infectious Diseases (NIAID),Phase II;Phase II;Phase II;Phase II,P. falciparum;P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage;Blood stage,PfAMA1;PfAMA1;PfAMA1;PfAMA1,Recombinant viral vector;Recombinant viral vector;Recombinant subunit;Recombinant subunit,"None;None;Alhydrogel;Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,United Kingdom,2013,No,NCT01351948,https://clinicaltrials.gov/ct2/show/NCT01351948
15,ChAd63-MVA ME-TRAP,Inactive,,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in healthy infants and children (5-17 months old)  in Burkina Faso","University of Oxford; Okairos; Centre National de Recherche et de Formation sur la Paludisme, Burkina Faso; European & Developing Countries Clinical Trials Partnership (EDCTP); European Vaccine Initaitive (EVI)",Phase II,P. falciparum,Pre-erythrocytic stage,ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase II,Burkina Faso,2014,No,NCT01635647,https://clinicaltrials.gov/ct2/show/NCT01635647
16,ChAd63-MVA ME-TRAP,Inactive,,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in healthy infants (10 weeks old, 5-12 months old) in The Gambia",University of Oxford; Medical Research Council (MRC) The Gambia; European & Developing Countries Clinical Trials Partnership (EDCTP); European Vaccine Initiative (EVI),Phase II,P. falciparum,Pre-erythrocytic stage,ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase I,The Gambia,2013,No,NCT01450293,https://clinicaltrials.gov/ct2/show/NCT01450293
17,ChAd63-MVA ME-TRAP,Inactive,,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in healthy adult (18-50 years old) and children (2-6 years old) volunteers in The Gambia",University of Oxford; Medical Research Council (MRC) The Gambia; European & Developing Countries Clinical Trials Partnership (EDCTP); European Vaccine Initiative (EVI),Phase II,P. falciparum,Pre-erythrocytic stage,ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase I,The Gambia,2011,No,NCT01373879,https://clinicaltrials.gov/ct2/show/NCT01373879
18,ChAd63-MVA ME-TRAP,Inactive,,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in healthy adult volunteers in Kenya",University of Oxford; Kenya Medical Research Institute (KEMRI); European & Developing Countries Clinical Trials Partnership (EDCTP); European Vaccine Initiative (EVI),Phase II,P. falciparum,Pre-erythrocytic stage,ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase I,Kenya,2011,No,NCT01379430,https://clinicaltrials.gov/ct2/show/NCT01379430
19,ChAd63-MVA ME-TRAP,Inactive,,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in health men (18-50 years old) volunteers in Senegal",University of Oxford; Université Cheikh Anta Diop (UCAD); European Vaccine Initiative (EVI),Phase II,P. falciparum,Pre-erythrocytic stage,ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase II,Senegal,,No,PACTR 201303000499409,https://trialsearch.who.int/?TrialID=PACTR201303000499409
20,ChAd63-MVA ME-TRAP PfCSP PfAMA1;ChAd63-MVA ME-TRAP PfCSP,Inactive;Inactive,None;None,"Heterologous prime boost - ChAd63 ME-TRAP prime, followed by MVA ME-TRAP boost in health malaria naive adult volunteers (18-45 years old) (VAC052)",University of Oxford; GenVec; GlaxoSmithKline (GSK); PATH; US Department of Defense (DOD),Phase II;Phase II,P. falciparum;P. falciparum,"Pre-erythrocytic stage,Blood stage;Pre-erythrocytic stage","PfCSP,ME-TRAP,PfAMA1;PfCSP,ME-TRAP",Recombinant viral vector;Recombinant viral vector,None;None,Intramuscular,Completed,Phase II,United Kingdom,2013,Yes,NCT01739036; EUCTR2012-004416-66-GB,"https://clinicaltrials.gov/ct2/show/NCT01739036
https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2012-004416-66-GB"
21,ChAd63-MVA PfCSP,Inactive,,ChAd63 CSP administered alone and with MVA CSP,University of Oxford; European Vaccine Initiative (EVI); Royal College of Surgeon Ireland,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant viral vector,,Intramuscular,Completed,Phase I,Ireland,2012,No,NCT01450280,https://clinicaltrials.gov/ct2/show/NCT01450280
22,ChAd63-MVA Pfs25-IMX313 ,Inactive,,Safety and immunogenicity of ChAd63 Pfs-25IMX313 alone and with MVA Pfs25-IMX313 (VAC062),University of Oxford,Phase I,P. falciparum,Sexual stage,Pfs25,Recombinant viral vector,,Intramuscular,Completed,Phase I,United Kingdom,2017,No,NCT02532049,https://clinicaltrials.gov/ct2/show/NCT02532049
23,ChAd63-MVA PvDBP,Active,,"Phase Ia of ChAd63 PvDBP, with or without MVA PvDBP as heterologous prime-boost",University of Oxford,Phase II,P. vivax,Blood stage,PvDBP,Recombinant viral vector,,Intramuscular,Completed,Phase I,United Kingdom,2014,No,NCT01816113,https://clinicaltrials.gov/ct2/show/NCT01816113
24,ChAd63-MVA PvDBP,Active,,Phase IIa challenge study of ChAd63 PvDBP and MVA PvDBP heterologous prime-boost in healthy adults in the UK (VAC071),University of Oxford,Phase II,P. vivax,Blood stage,PvDBP,Recombinant viral vector,,Intramuscular,Ongoing,Phase II,United Kingdom,2022 (expected),Yes,NCT04009096,https://clinicaltrials.gov/ct2/show/NCT04009096
25,ChAd63-MVA PvDBP,Active,,Phase Ia of ChAd63 PvDBP alone and with MVA PvDBP as heterologous prime-boost,University of Oxford,Phase II,P. vivax,Blood stage,PvDBP,Recombinant viral vector,,Intramuscular,Completed,Phase I,United Kingdom,2014,No,NCT01816113,https://clinicaltrials.gov/ct2/show/NCT01816113
26,ChAd63-MVA Rh5,Active,,ChAd63 Rh5 alone and with heterologous prime-boost with MVA Rh5 (VAC057),University  of Oxford; European Commission,Phase I,P. falciparum,Blood stage,PfRh5,Recombinant viral vector,,Intramuscular,Completed,Phase Ia,United Kingdom,2015,No,NCT02181088,https://clinicaltrials.gov/ct2/show/NCT02181088
27,ChAd63-MVA Rh5,Active,,"ChAd63 Rh5 with MVA Rh5 heterologous prime-boost in adults, young children and infants living in Tanzania",University  of Oxford; Ifakara Health Institute; UK Medical Research Council,Phase I,P. falciparum,Blood stage,PfRh5,Recombinant viral vector,,Intramuscular,Completed,Phase Ib,Tanzania,2019,No,NCT03435874; PACTR201710002722229; ISRCTN47448832,"https://clinicaltrials.gov/ct2/show/NCT03435874
https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=2722
https://www.isrctn.com/ISRCTN47448832"
28,ChAdOx1-MVA LS2,Inactive,,"Safety, immunogenicity and protective efficacy of ChAdOx1-MVA LS2 (LSA1 + LSAP2) prime boost in healthy UK adults (VAC067)",University of Oxford,Phase II,P. falciparum,Pre-erythrocytic stage,PfLS2,Recombinant viral vector,,Parenteral,Completed,Phase I/II,United Kingdom,2017,Yes,NCT03203421; EUCTR2017-001049-28-GB,"https://clinicaltrials.gov/ct2/show/NCT03203421
https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-001049-28"
29,Chemically attenuated Pf7G8,Active,,An efficacy study in healthy malaria-naive adults for purified P. falciparum 7G8 parasites attenuated with Tafuramycin-A,Griffith University,Phase I,P. falciparum,Blood stage,Whole parasite,Whole parasite,,Intravenous,Ongoing,Phase I,Australia,Not reported,Yes,ACTRN12618001314213,"https://trialsearch.who.int/?TrialID=ACTRN12618001314213;
https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12618001314213"
30,DNA-Ad5 PfCSP PfAMA1,Inactive,,DNA- and Ad5-vectored prime boost regimen encoding PfCSP and PfAMA1,Walter Reed Army Institute of Research (WRAIR); U.S. Army Medical Research and Development Command; United States Agency for International Development (USAID),Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage","PfAMA1,PfCSP","DNA vaccine,Recombinant viral vector",,Intramuscular,Completed,Phase I/II,United States,2015,Yes,NCT00870987,https://clinicaltrials.gov/ct2/show/NCT00870987
31,DNA-ChAd63 PfCSP PfAMA1;DNA-ChAd63 PfCSP PfAMA1 ME-TRAP,Active;Active,None;None,"Two heterologous prime-boost vaccine regimens in healthy, malaria naïve adults. DNA plasmid vaccine prime and ChAd63/CA (PfCSP, PfAMA1) or ChAd63/CAT (PfCSP, PfAMA1, ME-TRAP)",US Naval Medical Research Center; Walter Reed Army Institute of Research (WRAIR); University of Oxford; U.S. Army Medical Research and Development Command; United States Agency for International Development (USAID),Phase I;Phase I,P. falciparum;P. falciparum,"Pre-erythrocytic stage,Blood stage;Pre-erythrocytic stage,Blood stage","PfAMA1,PfCSP;PfCSP,PfAMA1,ME-TRAP","DNA vaccine,Recombinant viral vector;DNA vaccine,Recombinant viral vector",None;None,Intramuscular,Completed,Phase I,United States,2020,Yes,NCT03341754,https://clinicaltrials.gov/ct2/show/NCT03341754
32,DNA-MVA ME-TRAP,Inactive,,DNA ME-TRAP and MVA ME-TRAP prime boost regimen in Gambian adults,London School of Hygiene & Tropical Medicine (LSHTM),Phase I,P. falciparum,Pre-erythrocytic stage,ME-TRAP,"DNA vaccine,Recombinant viral vector",,Intramuscular; Intradermal,Completed,Phase I,The Gambia,2002,No,ISRCTN05221133,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN05221133
33,EBA175 RII-NG,Inactive,,Safety and immunogenicity of EBA175 RII-NG in semi-immune adults in Ghana,US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Blood stage,PfEBA175,Recombinant subunit,,Intramuscular,Completed,Phase I,Ghana,2012,No,NCT01026246,https://clinicaltrials.gov/ct2/show/NCT01026246
34,EBA175 RII-NG,Inactive,,Safety and immunogenicity of EBA175 RII-NG in health US adults,US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Blood stage,PfEBA175,Recombinant subunit,,Intramuscular,Completed,Phase I,United States,2008,No,NCT00347555,https://clinicaltrials.gov/ct2/show/NCT00347555
35,EP1300,Inactive,,"Dose-escalation study of poly-epitope DNA vaccine (PfCSP, SSP2/TRAP, LSA1, and EXP1) via electroporation",US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Pre-erythrocytic stage,"PfCSP,PfSSP2,TRAP,PfLSA1,PfEXP1",DNA vaccine,,Parenteral,Completed,Phase I,United States,2012,No,NCT01169077,https://clinicaltrials.gov/ct2/show/NCT01169077
36,FMP010/AS01B,Inactive,,Phase 1a dose escalation study of FMP010/AS01B  in healthy malaria-naïve adults,GlaxoSmithKline (GSK); Kenya Medical Research Institute (KEMRI); U.S. Army Medical Research and Development Command; US Agency for International Development (USAID); Walter Reed Army Institute of Research,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant subunit,AS01B,Intramuscular,Completed,Phase I,United States,2009,No,NCT00666380,https://clinicaltrials.gov/ct2/show/NCT00666380
37,FMP010/AS01B,Inactive,,Phase 1b  study of FMP010/AS01B  in malaria-experienced adults in Kenya,GlaxoSmithKline (GSK); Kenya Medical Research Institute (KEMRI); U.S. Army Medical Research and Development Command; US Agency for International Development (USAID); Walter Reed Army Institute of Research,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant subunit,AS01B,Intramuscular,Completed,Phase I,Kenya,2009,No,NCT02458092,https://clinicaltrials.gov/ct2/show/NCT02458092
38,FMP012/AS01B,Inactive,,FMP012 administered with AS01B in healthy malaria-naive adults,U.S. Army Medical Research and Development Command; Walter Reed Army Institute of Research (WRAIR); United States Agency for International Development (USAID); Military Infectious Disease Research Program (MIDRP); GlaxoSmithKline (GSK),Phase I,P. falciparum,"Mosquito stage,Pre-erythrocytic stage",PfCelTOS,Recombinant subunit,AS01B,Intramuscular,Completed,Phase I,United States,2015,Yes,NCT02174978,https://clinicaltrials.gov/ct2/show/NCT02174978
39,FMP012/GLA-SE,Inactive,,PfCelTOS administered intramuscularly in healthy malaria-naive adults,U.S. Army Medical Research and Development Command; Walter Reed Army Institute of Research (WRAIR); United States Agency for International Development (USAID); Infectious Disease Research Institute (IDRI),Phase I,P. falciparum,"Mosquito stage,Pre-erythrocytic stage",PfCelTOS,Recombinant subunit,GLA-SE,Intramuscular,Completed,Phase I,United States,2012,Yes,NCT01540474,https://clinicaltrials.gov/ct2/show/NCT01540474
40,FMP013/ALFQ,Active,,"Safety, protective efficacy, and immunogenicity of FMP013/ALFQ in healthy malaria-naïve adults with CHMI",Walter Reed Army Institute of Research; U.S. Army Medical Research and Development Command,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant subunit,ALFQ,Intramuscular,Ongoing,Phase I,United States,2022 (expected),Yes,NCT04268420,https://clinicaltrials.gov/ct2/show/NCT04268420
41,FMP014/ALFQ,Active,,"Self-assembling protein nanoparticles (SAPN), containing PfCSP epitopes  (FMP014) combined with (ALF with QS-21)",U.S. Army Medical Research and Development Command; Walter Reed Army Institute of Research,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Self-assembling nanoparticles,ALFQ,Intramuscular,Ongoing,Phase I,United States,2022 (expected),Yes,NCT04296279,https://clinicaltrials.gov/ct2/show/NCT04296279
42,FMP2.1/AS02A,Inactive,,"Safety, immunigenicity, and efficacy of FMP2.1/AS02A in 1-6 year old children in Bandiagara, Mali",GlaxoSmithKline (GSK); US Army Medical Research and Materiel Command; Walter Reed Army Institute of Research; National Institute of Allergy and Infectious Diseases (NIAID); University of Maryland,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS02A,Intramuscular,Completed,Phase II,Mali,2009,No,NCT00460525,https://clinicaltrials.gov/ct2/show/NCT00460525
43,FMP2.1/AS02A,Inactive,,Safety and immunogenicity of  FMP2.1/AS02A in Malian adults,GlaxoSmithKline (GSK); US Army Medical Research and Development Command; Walter Reed Army Institute of Research; USS National Institute of Allergy and Infectious Diseases (NIAID); University of Maryland,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS02A,Parenteral,Completed,Phase I,Mali,2006,No,NCT00349713,https://clinicaltrials.gov/ct2/show/NCT00349713
44,GMZ2,Inactive,,"Phase II multi-centre study of GMZ2 candidate malaria vaccine in Gabonese, Bukinabe, Ghanaian, and Ugandan children aged 12 to 60 months","Staten Serum Institute; Makerere University; Albert Schweitzer Hospital, Medical Research Unit; Medical Research Council (MRC) The Gambia; Projet de Development de Vaccins Anti-Paludique - Centre",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase II,Burkina Faso;Gabon;Ghana;Uganda,2014,No,PACTR2010060002033537,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR2010060002033537
45,GMZ2,Inactive,,Phase I single centre trial of GMZ2 in Gabonese children aged 1-5 years,"African Malaria Network Trust (AMANET); Medical Research Unit, Albert Schweitzer Hospital, Gabon",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase I,Gabon,2009,No,NCT00703066,https://clinicaltrials.gov/ct2/show/NCT00703066
46,GMZ2,Inactive,,GMZ2 vaccine versus rabies vaccine in healthy Gabonese adult volunteers,"African Malaria Network Trust (AMANET); Medical Research Unit, Albert Schweitzer Hospital, Gabon",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase I,Gabon,2008,No,NCT00424944,https://clinicaltrials.gov/ct2/show/NCT00424944
47,GMZ2/Alhydrogel,Inactive,,"Phase I single centre, dose-selection trial of GMZ2 in healthy adult volunteers",European Vaccine Initiative (EMVI); University of Tubingen,Phase I,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Germany,2007,No,NCT00397449,https://clinicaltrials.gov/ct2/show/NCT00397449
48,GMZ2/CAF01,Inactive,,Phase 1 of CAF01 and aluminum hydroxide as adjuvants for vaccine candidate GMZ2 in health adult African volunteers,Centre de Recherches Medicales Lambarene; German Centre for Infection Research; University of Tubingen; Statens Serum Institute,Phase I,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,CAF01,Intramuscular,Completed,Phase I,Gabon,2016,Yes,PACTR201503001038304,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR201503001038304
49,MSP3-LSP/Alhydrogel,Inactive,,Proof-of-concept study of MSP3-LSP vaccine to protect against malaria in Africa ,Vac4All; University of Bamako,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase IIb,Mali,2013,No,NCT01341704,https://clinicaltrials.gov/ct2/show/NCT01341704
50,MSP3-LSP/Alhydrogel,Inactive,,Phase IIb of MSP3-LSP in healthy children aged 12-48 months in Mali,African Malaria Network Trust (AMANET); University of Bamako,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase IIb,Mali,2010,No,NCT00652275,https://clinicaltrials.gov/ct2/show/NCT00652275
51,MSP3-LSP/Alhydrogel,Inactive,,Phase Ib field trial in 12 to 24 month old children in Tanzania of MSP3 vs hepatitis B vaccine,African Malaria Network Trust (AMANET); London School of Hygiene & Tropical Medicine (LSHTM),Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase Ib,Tanzania,2008,No,NCT00469651,https://clinicaltrials.gov/ct2/show/NCT00469651
52,P27A/GLA-SE;P27A/Alhydrogel,Inactive;Inactive,None;None,Phase Ia/Ib of P27A in malaria non-exposed European volunteers (phase Ia) and malaria-exposed African volunteers (Tanzania; phase Ib),Centre Hospitalier Universitaire Vaudois (CHUV); University of Lausanne; European Vaccine Initiative (EVI); European and Developing Countries Clinical Trials Partnership (EDCTP),Phase I;Phase I,P. falciparum;P. falciparum,Blood stage;Blood stage,P27A;P27A,Synthetic peptide;Synthetic peptide,GLA-SE;Alhydrogel,Intramuscular,Completed,Phase I,Switzerland;Tanzania,2015,No,NCT01949909,https://clinicaltrials.gov/ct2/show/NCT01949909
53,PAMVAC/Alhydrogel;PAMVAC/GLA-SE;PAMVAC/GLA-LSQ,Inactive;Inactive;Inactive,None;None;None,Safety and immunogenicity of placental malaria vaccine PAMVAC variously adjuvanted,University of Tubingen; University of Copenhagen; European Vaccine Iniatitive (EVI); French Institut de Recherche pour le Developpement; ExpreS2ion Biotechnologies; University of Abomey-Calavi,Phase I;Phase I;Phase I,P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage,VAR2CSA;VAR2CSA;VAR2CSA,Recombinant subunit;Recombinant subunit;Recombinant subunit,Alhydrogel;GLA-SE;GLA-LSQ,Intramuscular,Completed,Phase I,Benin,2017,No,NCT02647489,https://clinicaltrials.gov/ct2/show/NCT02647489
54,PbVac,Inactive,,Safety and efficacy of genetically modified P. berghei parasite with PfCSP - Pb(PfCS@UIS4) - in health adult volunteers via CHMI,University of Radboud; PATH; Erasmus Medical Center; Havenziekenhuis,Phase II,P. falciparum,Pre-erythrocytic stage,"Whole sporozoite,PfCSP",Whole parasite,,Mosquito bite,Completed,Phase I/II,Netherlands,2018,Yes,NCT03138096,https://clinicaltrials.gov/ct2/show/NCT03138096
55,PEV301/302,Inactive,,Age de-escalation study of virosome vaccine components (PEV 301 & PEV 302) administered in combination to healthy semi-immune Tanzanian adult and children (PMAL03),Mymetics Corporation; Swiss Tropical and Public Health Institute; Pevion Biotech,Phase I,P. falciparum,Pre-erythrocytic stage,"PfAMA1,PfCSP",Virosomal vaccine,,Intramuscular,Completed,Phase Ib,Tanzania,2009,No,NCT00513669,https://clinicaltrials.gov/ct2/show/NCT00513669
56,PEV301/302,Inactive,,Virosome formulated vaccine components - PEV 301 & PEV 302 - administered in combination to healthy malaria naïve adults,Swiss Tropical and Public Health Institute,Phase I,P. falciparum,Pre-erythrocytic stage,"PfAMA1,PfCSP",Virosomal vaccine,,Intramuscular,Completed,Phase Ia,Switzerland,2005,No,NCT00400101,https://clinicaltrials.gov/ct2/show/NCT00400101
57,PfAMA1-C1/Alhydrogel,Inactive,,Safety and immunogenicity of AMA1-C1/Alhydrogel in children ages 2-4 years in Mali,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I/II,Mali,2006,No,NCT00341250,https://clinicaltrials.gov/ct2/show/NCT00341250
58,PfAMA1-C1/Alhydrogel,Inactive,,Safety and immunogenicity of AMA1-C1/Alhydrogel in Malian adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Mali,2008,No,NCT00343005,https://clinicaltrials.gov/ct2/show/NCT00343005
